Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
TGP Station 266A Mendon,Mendon,Massachusetts,1756,54 Thayer Rd,WORCESTER COUNTY,42.07804,-71.50657,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,8916.322,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 303, Seneca, PA",Seneca,Pennsylvania,16346,,VENANGO COUNTY,41.3677,-79.6621,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,52708.254,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 307 Pigeon (Kane),MARIENVILLE,Pennsylvania,16239,44264 ROUTE 66,FOREST COUNTY,41.54093,-79.03896,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,44398.788,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 310 Smethport, PA",Smethport,Pennsylvania,16749,520 Bunker Hill Road,,41.7694458,-78.4297187,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,42907.992,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 313 Coudersport,COUDERSPORT,Pennsylvania,16915,197 TENNESSEE ROAD,POTTER COUNTY,41.8504,-77.99874,486210,"C,W-NGTC,W-UNSTG",Petroleum and Natural Gas Systems,35732.78,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TGP Station 315 Wellsboro,Wellsboro,Pennsylvania,16901,"41:48:20, -77:17:00",TIOGA COUNTY,41.73773,-77.31198,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,83430.994,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 317 Troy, PA",Troy,Pennsylvania,16947,1249 Tennessee Gas Road,BRADFORD COUNTY,41.739335,-76.79575,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,59461.478,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 32 Jasper, TX",Jasper,Texas,75951,9217 State Highway 63 West,,30.985025,-94.137507,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,26716.562,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 321 Clifford,Uniondale,Pennsylvania,18470,,SUSQUEHANNA COUNTY,41.711704,-75.599445,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,55467.106,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 325 Sussex,Sussex,New Jersey,7461,164 Libertyville Rd,SUSSEX COUNTY,41.23663,-74.64969,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,64455.564,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 3A San Patricio, TX",Sinton,Texas,78387,14766 Highway 188,SAN PATRICIO COUNTY,28.048657,-97.564005,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,32171.832,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 40 Natchitoches, LA",NATCHITOCHES,Louisiana,71457,195 STATE HIGHWAY 504,NATCHITOCHES PARISH,31.728614,-93.05762,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27532.804,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 47 West Monroe, LA",W. MONROE,Louisiana,71291,200 WORTHEY RD,OUACHITA PARISH,32.555725,-92.18265,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,13624.858,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 542, Dekalb, MS",Daleville,Mississippi,39326,538 Pumping Station Road,KEMPER COUNTY,32.640483,-88.66135,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,57453.648,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 546 Columbus, MS",Columbus,Mississippi,39702,511 Crowe Rd,LOWNDES COUNTY,33.44875,-88.359,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,73423.756,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 550 Hamilton, AL",Hamilton,Alabama,35570,465 County Highway 56,MARION COUNTY,34.237576,-88.081613,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,70721.92,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 555 Collinwood, Cypress Inn, TN",Cypress Inn,Tennessee,38452,6100 Pumping Station Rd,WAYNE COUNTY,35.02237,-87.75744,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,61289.938,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 563 Joelton, TN",Joelton,Tennessee,37080,7650 Whites Creek Pike,DAVIDSON COUNTY,36.34498,-86.87231,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,57781.934,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 823 Kinder, LA",KINDER,Louisiana,70648,15449 PARISH LINE RD Hwy 165 South,JEFFERSON DAVIS PARISH,30.437424,-92.875148,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,64459.558,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 827 Alexandria, LA",Lecompte,Louisiana,71346,2042 State Highway 457,,31.190566,-92.355996,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,31224.836,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 860 Centerville, TN",NUNNELLY,Tennessee,37137,2775 HIGHWAY 48 NORTH,HICKMAN COUNTY,35.84655,-87.443085,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,77521.392,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 87 Portland, TN",Portland,Tennessee,37148,208 TGT Road,SUMNER COUNTY,36.615862,-86.558936,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81705.88,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 871 Campbellsville, KY",Campbellsville,Kentucky,42718,8690 New Columbia Rd.,TAYLOR COUNTY,37.224989,-85.343863,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,23455.792,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"TGP Station 875 Richmond, KY",Richmond,Kentucky,40475,,MADISON COUNTY,37.808947,-84.259771,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,44834.532,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
TGP Station 9 VIctoria TX,Victoria,Texas,77905,1925 Old Bloomington Rd. N.,VICTORIA COUNTY,28.69809,-96.94545,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,13418.004,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
THARALDSON ETHANOL PLANT I LLC,CASSELTON,North Dakota,58012,3549 153RD AVE SE,CASS COUNTY,46.90361,-97.26349,325193,C,Other,263234.108,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE ANDERSONS MARATHON HOLDINGS LLC,ALBION,Michigan,49224,26250 B DR N,CALHOUN COUNTY,42.259646,-84.789726,325193,"C,PP","Other,Suppliers of CO2",192034.776,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE ANDERSONS MARATHON HOLDINGS LLC,LOGANSPORT,Indiana,46947,3389 WEST CR 300 SOUTH,CASS COUNTY,40.719022,-86.435982,325193,C,Other,170645.208,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE ANDERSONS MARATHON HOLDINGS LLC,DENISON,Iowa,51442,2404 W HWY 30,CRAWFORD COUNTY,41.994167,-95.39,325193,"C,PP","Other,Suppliers of CO2",71973.328,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE ANDERSONS MARATHON HOLDINGS LLC,GREENVILLE,Ohio,45331,5728 E SEBRING WARNER RD,DARKE COUNTY,40.081111,-84.591667,325193,"C,PP","Other,Suppliers of CO2",164947.828,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE BELDEN BRICK COMPANY (0679000118),SUGARCREEK,Ohio,44681,475 Dover Rd. NW,TUSCARAWAS COUNTY,40.5117,-81.6389,327120,C,Minerals,60170.424,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE BOEING COMPANY,AUBURN,Washington,98001,700 15TH ST SW,KING COUNTY,47.283625,-122.24277,336413,C,Other,34963.802,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE COLLEGE OF NEW JERSEY,EWING,New Jersey,8628,2000 PENNINGTON ROAD,MERCER COUNTY,40.271251,-74.782693,611310,C,Other,23075.464,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE GEORGE WASHINGTON UNIVERSITY,WASHINGTON,District of Columbia,20052,2025 F ST NW,DISTRICT OF COLUMBIA,38.89735,-77.045339,611310,C,Other,33972.884,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE GOODYEAR TIRE & RUBBER COMPANY - TOPEKA KANSAS PLANT,TOPEKA,Kansas,66618,2000 NORTHWEST HIGHWAY U.S. 24,SHAWNEE COUNTY,39.09099,-95.69256,326211,C,Other,40134.948,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE MORNING STAR PACKING CO (Los Banos),LOS BANOS,California,93635,13448 SOUTH VOLTA ROAD,MERCED COUNTY,37.09415,-120.92547,311421,C,Other,59655.876,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THE WESTERN SUGAR COOPERATIVE,LOVELL,Wyoming,82431,400 GREAT WESTERN AVENUE,BIG HORN COUNTY,44.8378,-108.4054,311313,"C,S",Minerals,32218.346,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
THERMAFIBER INC,WABASH,Indiana,46992,3711 W. MILL ST,WABASH COUNTY,40.796213,-85.860415,327993,C,Minerals,30963.906,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THIELE KAOLIN COMPANY REEDY CREEK PLANT,WRENS,Georgia,30833,1735 Thiele Road,GLASCOCK COUNTY,33.265588,-82.450119,212324,C,Other,40095.7,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THIELE KAOLIN SANDERSVILLE,SANDERSVILLE,Georgia,31082,520 KAOLIN RD,WASHINGTON COUNTY,32.96749,-82.81749,212324,C,Other,87414.77,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
THILMANY MILL,KAUKAUNA,Wisconsin,54130,600 THILMANY RD,OUTAGAMIE COUNTY,44.2829,-88.2518,322121,"AA,C,TT","Pulp and Paper,Waste",358853.714,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Pulp and Paper Manufacturing<br>Industrial Waste Landfills
THOMAS GAS PROCESSING PLT,THOMAS,Oklahoma,73669,23584 E 880 RD,CUSTER COUNTY,35.74004,-98.79792,211130,"C,W-PROC",Petroleum and Natural Gas Systems,568.698,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
THREE RIVERS REGIONAL MSW LANDFILL,JACKSON,South Carolina,29831,9900 ATOMIC RD ,AIKEN COUNTY,33.258457,-81.734433,562212,HH,Waste,91911.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
"THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY, THREE RIVERS REGIONAL LANDFILL",PONTOTOC,Mississippi,38863,1904 PONTOTOC PARKWAY WEST,PONTOTOC COUNTY,34.2855,-89.059028,562212,HH,Waste,168045.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TICONA POLYMERS INCORPORATED,BISHOP,Texas,78343,5738 COUNTY ROAD 4,NUECES COUNTY,27.568362,-97.825301,325199,C,Chemicals,391774.394,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
TILDEN MINING COMPANY L C,ISHPEMING,Michigan,49849,,MARQUETTE COUNTY,46.439735,-87.649771,212210,"C,Q",Metals,849020.18,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Iron and Steel Production
TIMBERLANDS LANDFILL,BREWTON,Alabama,36426,22800 HIGHWAY 41,ESCAMBIA COUNTY,31.2566,-87.1861,562212,HH,Waste,39867.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
TIMKENSTEEL CORP (1576000613),CANTON,Ohio,44706,"1835 DUEBER AVENUE, S.W.",STARK COUNTY,40.780505,-81.397259,331110,"C,Q",Metals,203449.388,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Iron and Steel Production
TINKER AIR FORCE BASE,Tinker AFB,Oklahoma,73145,"7460 Arnold Street, Suite 234",OKLAHOMA COUNTY,35.413973,-97.401494,928110,C,Other,67355.89,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TIOGA GAS PROCESSING PLANT,TIOGA,North Dakota,58852,10340 68TH STREET NORTHWEST,WILLIAMS COUNTY,48.40152,-102.91418,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",225649.8495286722,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
TITAN TIRE CORP,DES MOINES,Iowa,50317,2345 EAST MARKET STREET,POLK COUNTY,41.585129,-93.571589,326211,C,Other,21094.272,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TITAN TIRE CORPORATION OF FREEPORT,FREEPORT,Illinois,61032,3769 ROUTE 20 EAST,STEPHENSON COUNTY,42.273493,-89.539572,326211,C,Other,31474.18,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TITANIUM METALS CORP TORONTO PLANT,TORONTO,Ohio,43964,100 TITANIUM WAY,JEFFERSON COUNTY,40.44702,-80.61103,331491,C,Metals,37742.908,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TOLAND ROAD LANDFILL,SANTA PAULA,California,93060,3500 NORTH TOLAND ROAD,VENTURA COUNTY,34.405411,-118.996373,562212,HH,Waste,49632.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
"TORAY PLASTICS (AMERICA), INC.",NORTH KINGSTOWN,Rhode Island,2852,50 BELVER AVENUE,WASHINGTON COUNTY,41.592096,-71.427317,326113,C,Other,94383.592,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
TORO ENERGY OF OHIO - AMERICA S LANDFILL GAS,WAYNESBURG,Ohio,44688,7916 CHAPEL ST. SE,STARK COUNTY,40.707476,-81.259879,562212,"C,HH",Waste,65654.444,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Municipal Landfills
TORRANCE REFINING COMPANY LLC,TORRANCE,California,90504,3700 WEST 190TH STREET,LOS ANGELES COUNTY,33.854967,-118.336907,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2805921.736,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Hydrogen Production<br>Petroleum Refining
