Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
MEDORA SANITARY LANDFILL,MEDORA,Indiana,47260,546 COUNTY ROAD 870 WEST,JACKSON COUNTY,38.86662,-86.19976,562212,"C,HH",Waste,270192.35,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MEGlobal Oyster Creek,Freeport,Texas,77541,4057 E. Hwy 332,BRAZORIA COUNTY,28.980228,-95.333659,325199,"C,PP,X","Chemicals,Suppliers of CO2",203342.788,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petrochemical Production
MEMPHIS CELLULOSE LLC,MEMPHIS,Tennessee,38108,1001 TILLMAN ST.,SHELBY COUNTY,35.158444,-89.966754,322121,C,Pulp and Paper,24252.108,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MENOMINEE LANDFILL,MENOMINEE,Michigan,49858,W6111 ELMWOOD RD,MENOMINEE COUNTY,45.17373,-87.62938,562212,"C,HH",Waste,60151.45,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
"MEP Atlanta Station 2, TX",Atlanta,Texas,75551,1034 County Road 4223,CASS COUNTY,33.056563,-94.186809,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,54990.45,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"MEP Station 3 Perryville, LA",Farmerville,Louisiana,71241,545 Mashaw Dr.,UNION PARISH,32.73211,-92.24888,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,52782.008,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"MEP Station 4 Vicksburg, MS",EDWARDS,Mississippi,39066,4585 SMITH STATION ROAD,HINDS COUNTY,32.274447,-90.668333,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53447.708,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
MERAUX REFINERY,MERAUX,Louisiana,70075,2500 EAST SAINT BERNARD HIGHWAY,ST. BERNARD PARISH,29.930517,-89.940643,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",631628.508,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
MERCEDES-BENZ US INTERNATIONAL INC,VANCE,Alabama,35490,1 MERCEDES DRIVE,TUSCALOOSA COUNTY,33.18936,-87.26062,336111,C,Other,40970.296,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MERCER COUNTY LANDFILL,PRINCETON,West Virginia,24740,749 FRONTAGE ROAD,MERCER COUNTY,37.330936,-81.128991,562212,HH,Waste,37036.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MERCK SHARP & DOHME CORP - Stonewall Plant,ELKTON,Virginia,22827,2778 SOUTH EASTSIDE HIGHWAY,ROCKINGHAM COUNTY,38.38433,-78.65199,325412,C,Chemicals,38555.004,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MERCK SHARP & DOHME CORP. - RAHWAY,RAHWAY,New Jersey,7065,126 EAST LINCOLN AVENUE,UNION COUNTY,40.612743,-74.260921,325412,C,Chemicals,85943.326,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MERCURY MARINE FOND DU LAC COMPLEX,FOND DU LAC,Wisconsin,54936,W6250 PIONEER RD,FOND DU LAC COUNTY,43.759661,-88.468509,333618,C,Other,31409.996,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MESA COUNTY LANDFILL,GRAND JUNCTION,Colorado,81503,3071 COLO HWY 50,MESA COUNTY,39.01261,-108.49194,562212,"C,HH",Waste,86863.3,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MESQUITE CREEK LANDFILL,NEW BRAUNFELS,Texas,78130,1000 KOHLENBERG RD,COMAL COUNTY,29.740436,-98.026688,562212,"C,HH",Waste,64582.852,Total reported direct emissions<br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
MESSER LLC CORTEZ PLANT,CORTEZ,Colorado,81321,14207 RD G,MONTEZUMA COUNTY,37.343787,-108.760096,325120,"C,PP","Chemicals,Suppliers of CO2",1039.784,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
METRO METHANE RECOVERY FACILITY,MITCHELLVILLE,Iowa,50169,12161 12TH AVE NE,POLK COUNTY,41.5989,-93.3548,562212,"C,HH",Waste,55246.152,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
METROPOLITAN AIRPORTS COMMISSION,MINNEAPOLIS,Minnesota,55450,6040 28TH AVENUE SOUTH,HENNEPIN COUNTY,44.893089,-93.232433,488119,C,Other,22717.012,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"METTIKI COAL, LLC",OAKLAND,Maryland,21550,293 TABLE ROCK ROAD,GARRETT COUNTY,39.26178,-79.42836,212112,C,Other,30164.07,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MEWBOURN GAS PLANT,GILCREST,Colorado,80623,18455 WELD COUNTY RD 35,WELD COUNTY,40.266583,-104.734944,211130,"C,W-PROC",Petroleum and Natural Gas Systems,283827.074,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
MEXIA LANDFILL,MEXIA,Texas,76667,3048 LCR 460,LIMESTONE COUNTY,31.61294,-96.503316,562212,HH,Waste,3890.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MEXICHEM FLUOR INC.,SAINT GABRIEL,Louisiana,70776,4990B ICI ROAD,IBERVILLE PARISH,30.235778,-91.096005,325120,"C,L,OO","Chemicals,Industrial Gas Suppliers",51627.383,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>Stationary Combustion<br>Fluorinated GHG Production
MGM RESORTS INTERNATIONAL,LAS VEGAS,Nevada,89158,4882 Frank Sinatra Dr,CLARK COUNTY,36.103484,-115.179837,721120,C,Other,100925.82,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"MGPI Processing, Inc.",ATCHISON,Kansas,66002,1300 MAIN STREET,ATCHISON COUNTY,39.561,-95.1333,312140,"C,II","Other,Waste",140917.872,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Industrial Wastewater Treatment
"MGPI of Indiana, LLC",LAWRENCEBURG,Indiana,47025,7 RIDGE AVE,DEARBORN COUNTY,39.098667,-84.860861,312140,"C,PP","Other,Suppliers of CO2",74243.32,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MGS Platform A,Offshore,Alaska,0,,KENAI PENINSULA BOROUGH,60.795833,-151.495556,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,23862.444,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MGS Platform C,Offshore,Alaska,0,,KENAI PENINSULA,60.763889,-151.502222,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,20190.758,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MGT Potomac 2118,Potomac,Illinois,61865,27385 N. Road 620 East,VERMILION COUNTY,40.357581,-87.825839,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,15310.56,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
MIAMI UNIVERSITY (1409090081),OXFORD,Ohio,45056,101 South Fisher Drive,BUTLER COUNTY,39.51039,-84.73449,611310,C,Other,21007.02,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MICHELIN NORTH AMERICA ARDMORE PLANT,ARDMORE,Oklahoma,73401,1101 Michelin RD.,CARTER COUNTY,34.18085,-97.17195,326211,C,Other,18277.132,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MICHIGAN STATE UNIVERSITY,EAST LANSING,Michigan,48824,354 Service Rd.,INGHAM COUNTY,42.7178,-84.4836,611310,C,Other,337811.294,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
MICHIGAN SUGAR CO - CARO FACTORY,CARO,Michigan,48723,819 PENINSULAR ST,TUSCOLA COUNTY,43.4808,-83.39521,311313,"C,S",Minerals,60012.632,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MICHIGAN SUGAR CO - CROSWELL FACTORY,CROSWELL,Michigan,48422,159 S. HOWARD ST.,SANILAC COUNTY,43.266053,-82.619552,311313,"C,S",Minerals,70284.976,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MICHIGAN SUGAR COMPANY - Bay City,BAY CITY,Michigan,48706,2600 S. EUCLID AVE.,BAY COUNTY,43.57486,-83.91588,311313,"C,S",Minerals,159394.268,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MICHIGAN SUGAR COMPANY - SEBEWAING FACTORY,SEBEWAING,Michigan,48759,763 N BECK ST,HURON COUNTY,43.741,-83.4483,311313,"C,S",Minerals,107340.364,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MICROCHIP TECHNOLOGY INC,GRESHAM,Oregon,97030,21015 SOUTHEAST STARK STREET,MULTNOMAH COUNTY,45.52065,-122.44749,334413,"C,I",Other,116683.55501,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>PFC emissions<br>SF6 emissions <br>NF3 emissions<br>Other Fully Fluorinated GHG emissions<br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Electronics Manufacture
"MICRON TECHNOLOGY, INC.",BOISE,Idaho,83707,8000 SOUTH FEDERAL WAY,ADA COUNTY,43.5268,-116.1449,334413,"C,I",Other,61635.841,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>PFC emissions<br>SF6 emissions <br>Other Fully Fluorinated GHG emissions<br>Stationary Combustion<br>Electronics Manufacture
MID AMERICA AGRI PRODUCTS WHEATLAND LLC,MADRID,Nebraska,69150,76080 RD 338,PERKINS COUNTY,40.85401,-101.54,325193,C,Other,44659.832,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MID-MISSOURI ENERGY LLC,MALTA BEND,Missouri,65339,15311 N. SALINE 65 HWY,SALINE COUNTY,39.197222,-93.386389,325193,"C,PP","Other,Suppliers of CO2",73280.624,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MIDDLE PENINSULA LANDFILL,SALUDA,Virginia,23149,3714 WASTE MANAGEMENT WAY,GLOUCESTER COUNTY,37.521681,-76.624614,562212,"C,HH",Waste,78322.518,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
MIDDLE POINT LANDFILL,MURFREESBORO,Tennessee,37130,750 E. JEFFERSON PIKE,RUTHERFORD COUNTY,35.941993,-86.361929,562212,"C,HH",Waste,71115.148,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Municipal Landfills
MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,Tennessee,37132,1301 EAST MAIN STREET,RUTHERFORD COUNTY,35.84342,-86.37075,611310,C,Other,42930.888,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MIDSHORE I REGIONAL SOLID WASTE FACILITY,EASTON,Maryland,21601,7341 BARKERS LANDING ROAD,TALBOT COUNTY,38.746093,-76.019939,562212,HH,Waste,33017.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MIDSHORE II REGIONAL SOLID WASTE FACILITY,Ridgely,Maryland,21660,12236 River Road,CAROLINE COUNTY,38.9439,-75.85352,562212,HH,Waste,86033.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT,TUPMAN,California,93276,9224 TUPMAN ROAD,KERN COUNTY,35.280555,-119.311943,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",26989.056,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
MIDWAY-SUNSET COGENERATION CO.,FELLOWS,California,93224,3466 CROCKER SPRGS RD,KERN COUNTY,35.22663,-119.62972,221112,C,Power Plants,385857.648,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MILLERSVILLE LANDFILL,SEVERN,Maryland,21144,389 BURNS CROSSING ROAD,ANNE ARUNDEL COUNTY,39.085577,-76.676523,562212,"C,HH",Waste,73521.75,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MILLIKEN & CO MAGNOLIA PLT,BLACKSBURG,South Carolina,29702,157 NEW MILLIKEN RD,CHEROKEE COUNTY,35.120688,-81.555726,313310,C,Other,111219.578,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MILLIKEN & COMPANY PENDLETON FINISHING PLANT,PENDLETON,South Carolina,29670,200 EXCELSIOR MILL RD.,PICKENS COUNTY,34.65874,-82.80247,313210,C,Other,13566.488,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MILLIKEN SANITARY LANDFILL,ONTARIO,California,91761,2050 SOUTH MILLIKEN AVENUE,SAN BERNARDINO COUNTY,34.036198,-117.558433,562212,HH,Waste,22384.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MILWAUKEE REGIONAL MEDICAL CENTER THERMAL,MILWAUKEE,Wisconsin,53226,9250 WATERTOWN PLANK RD,MILWAUKEE COUNTY,43.0462,-88.0278,221330,C,Power Plants,42279.738,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MINISINK COMPRESSOR STATION,Westtown,New York,10998,107 Jacobs Road,ORANGE COUNTY,41.33645,-74.52533,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,52784.208,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
MINN DAK FARMERS COOPERATIVE,WAHPETON,North Dakota,58075,7525 RED RIVER RD,RICHLAND COUNTY,46.323539,-96.61592,311313,"C,S,TT","Minerals,Waste",389447.792,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Lime Production<br>Industrial Waste Landfills
MINNESOTA SOYBEAN PROCESSORS - BREWSTER,BREWSTER,Minnesota,56119,121 ZEH AVE ,NOBLES COUNTY,43.705647,-95.456507,311224,C,Other,63125.412,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MISSISSIPPI LIME CO - CALERA PLANT,CALERA,Alabama,35040,8035 HIGHWAY 25 WEST,SHELBY COUNTY,33.103834,-86.798859,327410,"C,S",Minerals,420269.852,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MISSISSIPPI LIME CO - VERONA PLANT,VERONA,Kentucky,41092,525 HANCE RD,GALLATIN COUNTY,38.827901,-84.758804,327410,"C,S",Minerals,308667.9,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MISSISSIPPI LIME COMPANY,STE. GENEVIEVE,Missouri,63670,16147 US HWY 61,STE. GENEVIEVE COUNTY,37.9742,-90.0678,327410,"C,S",Minerals,2376496.626,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
MIT Central Utility Plant,CAMBRIDGE,Massachusetts,2139,59 VASSAR ST,Middlesex,42.3611,-71.0934,611310,C,Other,111368.93,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,THEODORE,Alabama,36582,7800 MITSUBISHI LANE,MOBILE COUNTY,30.529361,-88.142056,331410,C,Metals,35820.116,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"MITSUBISHI POLYESTER FILM, INC",GREER,South Carolina,29652,2001 HOOD ROAD,GREENVILLE COUNTY,34.923436,-82.260666,326113,C,Other,33646.624,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MJMEUC GENERATING STATION 1,LADDONIA,Missouri,63352,809 North Pine Street,AUDRAIN COUNTY,39.2499,-91.6444,221112,C,Power Plants,67881.344,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT,MILWAUKEE,Wisconsin,53207,700 E JONES ST,MILWAUKEE COUNTY,43.01932,-87.8978,221320,C,Other,87023.35,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
MOBILE BAY NGL RECOVERY PLANT,CODEN,Alabama,36523,5300B HIGHWAY 188,MOBILE COUNTY,30.38948,-88.17295,211130,"C,W-PROC",Petroleum and Natural Gas Systems,37535.41,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
MOBILE PAPERBOARD,MOBILE,Alabama,36617,701 MOBILE STREET,MOBILE COUNTY,30.71381,-88.10316,322130,C,Pulp and Paper,7647.372,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOCCASIN MIKE SANITARY LANDFILL,SUPERIOR,Wisconsin,54880,15 MOCCASIN MIKE ROAD,DOUGLAS COUNTY,46.669699,-91.966796,562212,"C,HH",Waste,84332.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MODERN LANDFILL,YORK,Pennsylvania,17406,4400 MT PISGAH RD,YORK COUNTY,39.960561,-76.5925,562212,"C,HH",Waste,79735.45,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
"MODERN LANDFILL, INC",MODEL CITY,New York,14107,1445 PLETCHER ROAD,NIAGARA COUNTY,43.211361,-78.984472,562212,"C,HH",Waste,682464.3,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MOHAWK VALLEY SANITARY LANDFILL,FRANKFORT,New York,13340,,HERKIMER COUNTY,43.072769,-75.130331,562212,HH,Waste,16216.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MOLSON COORS BEVERAGE COMPANY USA LLC,ALBANY,Georgia,31705,405 CORDELE ROAD,DOUGHERTY COUNTY,31.5933,-84.08805,312120,C,Other,29837.588,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOLSON COORS USA LLC - TRENTON BREWERY,TRENTON,Ohio,45067,2525 WAYNE MADISON ROAD,BUTLER COUNTY,39.45241,-84.4765,312120,C,Other,31426.732,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOM BRANDS CO - PLANT 2 - NORTHFIELD,NORTHFIELD,Minnesota,55057,701 W 5TH ST,RICE COUNTY,44.45507,-93.17066,311230,C,Other,38504.056,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MONARCH CEMENT COMPANY (THE),HUMBOLDT,Kansas,66748,449 1200th Street,ALLEN COUNTY,37.797162,-95.431386,327310,"C,H",Minerals,829774.172,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Cement Production
MONARCH CERAMIC TILE INC,FLORENCE,Alabama,35630,834 RICKWOOD ROAD,LAUDERDALE COUNTY,34.829358,-87.668679,327120,C,Minerals,19187.528,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MONMOUTH COUNTY RECLAMATION CENTER,TINTON FALLS,New Jersey,7753,6000 ASBURY AVE,MONMOUTH COUNTY,40.232904,-74.111831,562212,"C,HH",Waste,285133.85,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MONROE COUNTY LANDFILL,BLOOMINGTON,Indiana,47408,7740 N FISH RD,MONROE COUNTY,39.2808,-86.4739,562212,HH,Waste,20950.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MONROEVILLE LDFL,MONROEVILLE,Pennsylvania,15146,600 THOMAS STREET EXTENSION,ALLEGHENY COUNTY,40.4022,-79.79867,562212,"C,HH",Waste,30977.65,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MONTANA WASTE SYSTEMS - HIGHPLAINS SANITARY LANDFILL,FLOWEREE,Montana,59440,142 POWERLINE ROAD,CASCADE COUNTY,47.62676,-111.18909,562212,"C,HH",Waste,78011.4,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MONTGOMERY CITY OF,MONTGOMERY,Alabama,36104,115 DIVISION ST,MONTGOMERY COUNTY,32.408915,-86.320026,562212,HH,Waste,143634.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,DICKERSON,Maryland,20842,21204 MARTINSBURG ROAD,MONTGOMERY COUNTY,39.200734,-77.456357,562213,C,Waste,199568.358,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
MONTMORENCY-OSCODA-ALPENA WASTE MANAGEME,ATLANTA,Michigan,49709,6751 LANDFILL RD,MONTMORENCY COUNTY,45.015608,-84.15131,562212,"C,HH",Waste,62432.4,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MONTROSE COUNTY LANDFILL,MONTROSE,Colorado,81401,67999 LANDFILL RD.,MONTROSE COUNTY,38.5228,-107.82113,562212,"C,HH",Waste,46759.75,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
"MONUMENT CHEMICAL HOUSTON, LLC",HOUSTON,Texas,77015,16717 JACINTOPORT BOULEVARD,HARRIS COUNTY,29.75487,-95.10327,325199,C,Chemicals,62493.564,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
